Record Number, Time, Temperature (F), Pressure (mbar), Humidity (%), Wind Direction (Degrees), Wind Direction (String), Wind Speed (MPH), Wind Gust (MPH), Precipitation (Inches), Shortwave Radiation (W m^(-2)), Avg. RF Watts (W), Avg. RF Watts Frequency (MHz), Peak RF Watts (W), Frequency of RF Watts Peak (MHz), Peak RF Watts Frequency (MHz), Watts of RF Watts Frequency Peak (W), Avg. RF Density (W m^(-2)), Avg. RF Density Frequency (MHz), Peak RF Density (W m^(-2)), Frequency of RF Density Peak (MHz), Peak RF Density Frequency (MHz), Density of RF Density Frequency Peak (W m^(-2)), Avg. Total Density (W m^(-2)), Max Total Density (W m^(-2)), Avg. EF (V/m), Max EF (V/m), Avg. EMF (mG), Max EMF (mG),Station ID
100, 2020-05-17 17:30:02.933641,77.9,1006.2,20.4,239.7, WSW,2.7,5.5,0,80,2.931571E-10,751.4,3E-09,1856,1876,2E-09,1E-05,720,0.0003,1856,1871,0.0001,0.000384285714286,0.001,670.3,841.6,2.2,2.3,1
101, 2020-05-17 17:45:08.107871,77.7,1006.1,20,234.3, SW,2.4,4.5,0,65,3.347714E-10,720.1,8E-09,1880,1881,2.51E-10,2.28571428571E-05,735.9,0.0008,1880,1882,0.0001,0.00035,0.001,648.4,866.8,2.1,2.3,1
102, 2020-05-17 18:00:13.031433,77.9,1006,20.2,240.7, WSW,1.7,3.1,0,90,2.571286E-10,701.9,3E-09,1849,1877,3E-09,2.14285714286E-05,772,0.0003,1874,1876,0.0002,0.000361428571429,0.0009,656.2,822.4,2.1,2.2,1
103, 2020-05-17 18:15:16.658341,77.5,1005.9,21.4,233.1, SW,1.3,3.7,0,55,3.05E-10,811.2,2E-09,1857,1884,3.16E-10,1.42857142857E-05,775.8,0.0003,1841,1884,0,0.000355714285714,0.001,657.2,863.2,2.1,2.3,1
104, 2020-05-17 18:30:18.213902,76.8,1005.8,21.5,227.5, SW,1.4,3,0,60,3.691714E-10,758.8,3E-09,1862,1878,2E-09,2.14285714286E-05,759.3,0.0003,1862,1878,0.0002,0.000277142857143,0.001,666.2,844,2,2.3,1
105, 2020-05-17 18:45:21.457688,76.1,1005.5,22.2,250.4, WSW,1.2,2.4,0,40,4.091286E-10,753.1,8E-09,1880,1884,5E-09,3.85714285714E-05,770.9,0.0008,1880,1884,0.0005,0.000292857142857,0.0009,666.3,844,2,2.2,1
106, 2020-05-17 19:00:23.928972,75,1005.3,24,242.6, WSW,0.5,3.3,0,40,3.956714E-10,772,4E-09,1861,1873,3E-09,3.14285714286E-05,772.9,0.0006,1884,1884,0.0006,0.000328571428571,0.001,670.2,860.8,1.9,2.1,1
107, 2020-05-17 19:15:24.481287,74.1,1005.4,23.9,311.7, NW,0.1,1,0,20,6.844857E-10,828.2,1E-08,1884,1884,1E-08,5.14285714286E-05,827.9,0.001,1884,1884,0.001,0.000327142857143,0.001,673.9,842.8,1.9,2.1,1
108, 2020-05-17 19:30:29.324099,73.2,1005.2,25.3,270.6, W,0.1,1.5,0,20,4.701857E-10,811.7,5E-09,1883,1884,2E-09,3.42857142857E-05,830.2,0.0005,1883,1884,0.0002,0.000355714285714,0.001,693.9,863.2,1.9,2,1
109, 2020-05-17 19:45:34.025584,71.6,1005.2,25.7,271.2, W,0.1,1,0,10,3.027143E-10,720.4,4E-09,1869,1871,3E-09,2.85714285714E-05,791.1,0.0004,1869,1879,0.0002,0.000331428571429,0.001,670.2,851.2,1.8,1.9,1
110, 2020-05-17 20:00:39.239886,70.3,1005.2,27.2,270, W,0,0,0,20,5.341571E-10,792.2,6E-09,1883,1883,6E-09,3E-05,757.6,0.0006,1883,1883,0.0006,0.000407142857143,0.001,684.8,851.2,1.7,1.9,1
111, 2020-05-17 20:15:42.838738,69.4,1005.2,29.1,266.9, W,0.1,1.9,0,15,3.792286E-10,776,4E-09,1878,1878,4E-09,2E-05,792.9,0.0004,1878,1878,0.0004,0.000421428571429,0.0011,722.9,880,1.6,1.7,1
112, 2020-05-17 20:30:43.107780,68.9,1005.3,25.3,264.7, W,0.4,3.1,0,0,5.604857E-10,741.1,1.3E-08,1852,1885,2E-09,4.42857142857E-05,755.5,0.0013,1852,1885,0.0002,0.000238571428571,0.0011,742.7,899.2,1.5,1.7,1
113, 2020-05-17 20:45:55.592659,69.1,1005.3,24.3,240.5, WSW,0.9,2.1,0,0,6.876056E-10,774.2,1.6E-08,1881,1884,1E-08,6.47887323944E-05,826.5,0.0016,1881,1886,0.0003,0.000270422535211,0.001,716.4,911.2,1.5,1.6,1
114, 2020-05-17 21:01:07.773099,68.4,1005.3,23.9,234.2, SW,0.3,1.5,0,0,4.397746E-10,756.9,4E-09,1866,1879,2E-09,3.66197183099E-05,791.2,0.0004,1866,1879,0.0002,0.000281690140845,0.0011,706.8,912.4,1.4,1.6,1
115, 2020-05-17 21:16:19.863494,67.5,1005.3,24,268, W,0.1,1.5,0,0,6.500563E-10,859.4,1E-08,1880,1888,3.16E-10,5.77464788732E-05,894.1,0.001,1880,1888,0,0.000297183098592,0.001,692.4,863.2,1.4,1.6,1
116, 2020-05-17 21:31:32.858342,66.7,1005.4,24.2,241.1, WSW,0.2,1,0,0,3.278732E-10,721.8,3E-09,1866,1866,3E-09,3.94366197183E-05,894,0.0003,1853,1888,0.0001,0.000407042253521,0.0011,713.5,928,1.3,1.5,1
117, 2020-05-17 21:46:35.234221,66,1005.5,25.1,291.5, WNW,0.2,1,0,0,5.014E-10,740.9,1E-08,1880,1880,1E-08,2.71428571429E-05,723.4,0.001,1880,1880,0.001,0.00034,0.0012,701.9,882.4,1.3,1.5,1
118, 2020-05-17 22:01:36.207865,65.3,1005.6,25.4,315.5, NW,0.2,1,0,0,4.976714E-10,812.7,5E-09,1884,1884,5E-09,1.85714285714E-05,742.2,0.0005,1884,1884,0.0005,0.000372857142857,0.0011,716.7,890.8,1.1,1.4,1
119, 2020-05-17 22:16:49.160828,64.4,1005.7,25.5,238.4, WSW,0.1,2.1,0,0,3.434085E-10,722.2,4E-09,1867,1874,2E-09,3.66197183099E-05,790.9,0.0008,1880,1880,0.0008,0.000367605633803,0.0011,700.5,863.2,1.1,1.2,1
120, 2020-05-17 22:31:50.245782,64.2,1005.8,26.3,231, SW,0.3,1.8,0,0,3.699429E-10,775.3,3E-09,1861,1880,3.16E-10,4.71428571429E-05,845.8,0.0013,1880,1880,0.0013,0.000388571428571,0.0011,709.1,901.6,1,1.2,1
121, 2020-05-17 22:46:50.786421,63.7,1005.9,27.1,225.8, SW,0.1,1,0,0,8.969714E-10,810,2.5E-08,1879,1879,2.5E-08,7.14285714286E-05,792.2,0.0025,1879,1879,0.0025,0.000372857142857,0.0011,713,918.4,0.9,1.1,1
122, 2020-05-17 23:01:53.266023,63.7,1006,26.6,229.7, SW,0.1,1,0,0,4.440143E-10,759,5E-09,1866,1879,2E-09,2.14285714286E-05,740.7,0.0005,1841,1879,0.0002,0.000507142857143,0.0012,720.2,901.6,0.8,1,1
123, 2020-05-17 23:16:54.947772,63.9,1006,26.8,233.1, SW,0.4,1.9,0,0,3.506429E-10,759.4,4E-09,1853,1882,1E-09,2.14285714286E-05,776.6,0.0003,1871,1882,0.0001,0.000398571428571,0.0012,724.6,899.2,0.8,1,1
124, 2020-05-17 23:32:07.781036,63.5,1006,27.4,295.4, WNW,0.1,1.2,0,0,5.377746E-10,824.5,3E-09,1858,1878,1E-09,2.95774647887E-05,791.2,0.0003,1831,1878,0.0001,0.000480281690141,0.0011,703.2,899.2,0.8,1,1
125, 2020-05-17 23:47:10.881340,62.8,1006,27.7,243.2, WSW,0,1.5,0,0,3.381286E-10,722.8,3E-09,1849,1884,2E-09,6.85714285714E-05,706.5,0.004,1880,1884,0.0002,0.00044,0.0012,724.2,908.8,0.8,1,1
126, 2020-05-18 00:02:11.793311,61.9,1006.1,29.2,235.6, SW,0,0,0,0,3.54E-10,723.5,5E-09,1853,1885,7.94E-10,2.71428571429E-05,775.9,0.0004,1864,1885,0.0001,0.000485714285714,0.0012,697.5,899.2,0.7,0.8,1
127, 2020-05-18 00:17:24.655362,61.5,1006.2,29.7,232.9, SW,0,0.4,0,0,6.462817E-10,808.2,5E-09,1844,1881,2E-09,3.80281690141E-05,794.2,0.0006,1873,1881,0.0002,0.000502816901409,0.0012,719.6,929.2,0.7,0.8,1
128, 2020-05-18 00:32:37.652759,61.3,1006.3,29.9,235.1, SW,0,0.9,0,5,5.622113E-10,791.2,6E-09,1864,1883,1E-09,3.80281690141E-05,807.8,0.0005,1879,1883,0.0001,0.00042676056338,0.0012,716.6,901.6,0.7,0.8,1
129, 2020-05-18 00:47:38.322888,60.6,1006.4,31.3,234.9, SW,0,0.3,0,0,3.346E-10,740.3,4E-09,1873,1875,2E-09,2.28571428571E-05,757.9,0.0004,1861,1876,0.0002,0.00048,0.0012,716.8,918.4,0.6,0.8,1
130, 2020-05-18 01:02:38.583072,60.8,1006.6,31.6,234.6, SW,0.1,1.5,0,0,6.056143E-10,845,5E-09,1873,1876,5E-09,3E-05,775.8,0.0005,1876,1876,0.0002,0.000531428571429,0.0012,738.6,899.2,0.5,0.7,1
131, 2020-05-18 01:17:41.182569,62.8,1006.6,29.7,233.3, SW,0.8,2.5,0,0,6.5E-10,724.4,2.5E-08,1884,1885,2E-09,5.57142857143E-05,776.2,0.0025,1884,1885,0.0002,0.000411428571429,0.0012,738.6,901.6,0.5,0.8,1
132, 2020-05-18 01:32:53.910125,63.9,1006.6,28.1,232.9, SW,0.7,2.2,0,0,6.129859E-10,808.3,6E-09,1877,1884,3E-09,3.52112676056E-05,773.5,0.0006,1877,1877,0.0001,0.000288732394366,0.0011,732.2,901.6,0.6,0.8,1
133, 2020-05-18 01:47:55.727710,63.9,1006.7,28.7,235.3, SW,0.5,2.5,0,0,5.970857E-10,793.3,8E-09,1880,1884,2E-09,8.57142857143E-05,846.1,0.0016,1884,1884,0.0016,0.000374285714286,0.0012,711.9,882.4,0.7,0.8,1
134, 2020-05-18 02:03:00.603465,63.9,1006.7,28.2,234.9, SW,0.6,2.2,0,0,4.275714E-10,738.2,5E-09,1831,1879,3E-09,2.14285714286E-05,734.1,0.0003,1837,1876,0.0002,0.000472857142857,0.0012,722.4,890.8,0.7,0.8,1
135, 2020-05-18 02:18:05.036079,64.8,1006.8,27.8,233.6, SW,1.1,2.5,0,0,8.772286E-10,759,3.2E-08,1884,1885,3E-09,7.28571428571E-05,776.1,0.0032,1884,1885,0.0003,0.000464285714286,0.0012,724.6,899.2,0.7,0.9,1
136, 2020-05-18 02:33:09.536499,64.9,1006.7,28.3,234.9, SW,0.8,4.5,0,0,6.043429E-10,775.5,2E-08,1862,1886,2E-09,0.000234285714286,810.9,0.0126,1880,1886,0.0002,0.000465714285714,0.0012,700.8,880,0.7,0.9,1
137, 2020-05-18 02:48:14.338447,64.4,1006.5,28.3,235.6, SW,0.7,2.1,0,0,6.130429E-10,757.1,2E-08,1880,1880,2E-08,5.57142857143E-05,809.3,0.002,1880,1881,0.0002,0.000448571428571,0.0012,733.7,889.6,0.8,0.9,1
138, 2020-05-18 03:03:19.201771,64.6,1006.6,26.9,236.6, WSW,0.9,3.4,0,0,3.741714E-10,740.4,3E-09,1860,1877,2E-09,1.57142857143E-05,723.8,0.0003,1860,1879,0.0002,0.000435714285714,0.0014,724.6,890.8,0.8,0.9,1
139, 2020-05-18 03:18:23.863919,64.4,1006.6,27.2,233.6, SW,0.7,2.4,0,0,5.341857E-10,811.5,1.3E-08,1884,1885,2E-09,3.28571428571E-05,845.4,0.0005,1874,1885,0.0002,0.00046,0.0012,720.8,901.6,0.8,0.9,1
140, 2020-05-18 03:33:28.183366,63.9,1006.7,27.2,232.3, SW,0.6,3,0,0,5.371143E-10,793.4,6E-09,1862,1876,2E-09,2.85714285714E-05,757.9,0.0006,1862,1876,0.0002,0.00042,0.0012,725.3,920.8,0.8,0.9,1
141, 2020-05-18 03:48:32.967079,63.1,1006.6,28,233, SW,0.4,1.8,0,0,5.404143E-10,811.4,4E-09,1857,1886,1E-09,2.42857142857E-05,758.6,0.0004,1841,1886,0.0001,0.000388571428571,0.0012,736.8,937.6,0.7,0.9,1
142, 2020-05-18 04:03:38.722781,62.2,1006.6,29.1,235.6, SW,0.2,1.6,0,0,5.296E-10,793.4,5E-09,1858,1882,5E-09,3E-05,758,0.0005,1858,1858,0.0005,0.000532857142857,0.0012,727.2,940,0.7,0.9,1
143, 2020-05-18 04:18:44.708258,61.7,1006.7,29.5,233, SW,0.3,1.2,0,0,6.430857E-10,758.1,1.3E-08,1880,1884,5E-09,3.85714285714E-05,759.2,0.0005,1884,1884,0.0005,0.000572857142857,0.0012,733.5,908.8,0.7,0.8,1
144, 2020-05-18 04:33:50.204209,60.8,1006.6,31.3,235.3, SW,0.1,1,0,0,6.530571E-10,791.8,1E-08,1841,1872,2E-09,3.42857142857E-05,758,0.001,1841,1874,0.0001,0.000518571428571,0.0012,717,918.4,0.6,0.8,1
145, 2020-05-18 04:48:54.924132,60.4,1006.5,31.5,234.6, SW,0.1,1.2,0,0,4.1711429E-09,703.4,2.51E-07,1880,1881,2E-08,0.000394285714286,755.7,0.0251,1880,1883,0,0.000501428571429,0.0013,731.7,892,0.6,0.8,1
146, 2020-05-18 05:03:59.907447,60.4,1006.5,31.7,230.7, SW,0.1,2.5,0,0,7.539857E-10,806.8,1.3E-08,1880,1880,1.3E-08,4.42857142857E-05,771.6,0.0013,1880,1880,0.0013,0.000474285714286,0.0013,722.1,882.4,0.5,0.7,1
147, 2020-05-18 05:19:05.279748,60.3,1006.5,32.6,234.6, SW,0.2,2.7,0,0,5.419857E-10,775.3,8E-09,1862,1880,3E-09,2.42857142857E-05,740,0.0006,1858,1858,0.0006,0.000571428571429,0.0021,725.1,899.2,0.5,0.7,1
148, 2020-05-18 05:34:11.047726,60.3,1006.5,32.8,234.3, SW,0.4,2.7,0,0,3.685286E-10,740.7,3E-09,1842,1884,3E-09,1.85714285714E-05,740,0.0003,1842,1884,0.0003,0.000518571428571,0.0013,738.6,908.8,0.4,0.6,1
149, 2020-05-18 05:49:16.619239,60.8,1006.6,32.4,234.9, SW,0.6,2.8,0,0,1.1341286E-09,825.9,2.5E-08,1880,1882,6E-09,9.14285714286E-05,826.2,0.0025,1880,1882,0.0006,0.000457142857143,0.0013,699.2,883.6,0.4,0.6,1
150, 2020-05-18 06:04:21.588027,61.5,1006.8,32.2,232.3, SW,0.8,3.1,0,0,5.027714E-10,757.9,5E-09,1871,1882,3E-09,2.57142857143E-05,741.3,0.0005,1871,1885,0.0001,0.000531428571429,0.0013,697.1,889.6,0.4,0.7,1
151, 2020-05-18 06:19:27.165767,60.8,1006.7,33.5,233, SW,0.1,1.3,0,5,5.979143E-10,828.3,6E-09,1880,1884,2E-09,2.42857142857E-05,775.7,0.0004,1832,1884,0.0002,0.000472857142857,0.0012,711.8,880,0.5,0.7,1
152, 2020-05-18 06:34:32.991416,61.2,1006.8,33.3,233, SW,0.5,1.6,0,20,3.264714E-10,723.1,4E-09,1862,1884,3E-09,2.85714285714E-05,758.3,0.0006,1860,1884,0.0003,0.000454285714286,0.0013,701.6,882.4,0.5,0.7,1
153, 2020-05-18 06:49:38.634146,62.1,1007,33.2,234.6, SW,0.4,2.5,0,35,4.223143E-10,720.1,6E-09,1859,1883,3E-09,2E-05,719.9,0.0004,1843,1883,0.0003,0.000474285714286,0.0032,717.8,880,0.5,0.7,1
154, 2020-05-18 07:04:43.900007,63.3,1007.1,31.9,235.6, SW,0.8,2.5,0,35,4.065429E-10,740.4,4E-09,1869,1869,4E-09,4.57142857143E-05,829.1,0.0004,1884,1884,0.0004,0.000455714285714,0.0012,704.4,881.2,0.6,0.8,1
155, 2020-05-18 07:19:48.898945,65.1,1007.2,29.8,234, SW,1.1,3.7,0,85,3.584571E-10,757.8,4E-09,1873,1882,3E-09,2.71428571429E-05,792.8,0.0004,1873,1882,0.0003,0.000458571428571,0.0012,688.9,863.2,0.7,0.8,1
156, 2020-05-18 07:34:53.991865,67.8,1007.4,28.3,234.3, SW,0.9,2.5,0,130,4.077857E-10,775.7,4E-09,1879,1882,2E-09,2.85714285714E-05,809.3,0.0004,1879,1886,0.0001,0.00051,0.0012,719.2,901.6,0.8,1,1
157, 2020-05-18 07:49:59.371135,70,1007.4,26.7,233.3, SW,1.1,3.1,0,145,5.130571E-10,758.4,1E-08,1882,1882,1E-08,2.71428571429E-05,720,0.001,1882,1882,0.001,0.000488571428571,0.0012,703.2,901.6,1,1.2,1
158, 2020-05-18 08:05:03.812135,71.8,1007.4,25.8,235.9, SW,0.6,2.1,0,310,5.875E-10,805.8,1E-08,1880,1881,1E-09,4.57142857143E-05,805.2,0.001,1880,1881,0.0001,0.000461428571429,0.0011,703.8,882.4,1.2,1.4,1
159, 2020-05-18 08:20:08.045290,72.7,1007.5,25.1,232.3, SW,0.8,2.2,0,205,3.964E-10,740.5,4E-09,1831,1887,1E-09,4.42857142857E-05,759.1,0.0016,1884,1887,0.0001,0.000394285714286,0.0011,681.6,869.2,1.5,1.8,1
160, 2020-05-18 08:35:12.833314,73.6,1007.5,24.2,233.6, SW,1.2,3.7,0,345,4.148571E-10,807.6,3E-09,1877,1884,1E-09,2.57142857143E-05,827.3,0.0003,1877,1884,0.0001,0.000397142857143,0.0011,686.6,863.2,1.8,1.9,1
161, 2020-05-18 08:50:18.312511,74.8,1007.6,24.7,234.6, SW,1.5,2.8,0,410,4.167857E-10,785.8,4E-09,1869,1880,2E-09,1.85714285714E-05,717,0.0004,1861,1880,0.0002,0.000391428571429,0.001,698.5,890.8,1.9,2.1,1
162, 2020-05-18 09:05:24.367289,75.9,1007.6,24,234.3, SW,1.4,3.1,0,310,4.095714E-10,720.1,8E-09,1880,1883,2E-09,1.71428571429E-05,722.3,0.0005,1875,1875,0.0005,0.000371428571429,0.001,693.5,864.4,2.1,2.2,1
163, 2020-05-18 09:20:31.750258,75.4,1007.6,24.2,233.3, SW,1.4,4.5,0,330,2.299571E-10,736.1,2E-09,1873,1880,1E-09,1.42857142857E-05,774.7,0.0002,1873,1884,0.0001,0.000394285714286,0.0009,675.2,845.2,2.2,2.3,1
164, 2020-05-18 09:35:38.355040,76.3,1007.5,24.7,233.3, SW,1.6,4.9,0,570,3.793143E-10,772.7,3E-09,1868,1884,2E-09,2.85714285714E-05,769.7,0.0006,1853,1884,0.0002,0.000371428571429,0.0009,691,863.2,2.2,2.3,1
165, 2020-05-18 09:50:44.965249,78.6,1007.4,20.6,233.6, SW,2.7,5.2,0,645,2.810857E-10,737.1,3E-09,1848,1879,3.98E-10,1.14285714286E-05,736,0.0003,1839,1879,0,0.000331428571429,0.001,649,880,2.2,2.3,1
166, 2020-05-18 10:05:50.157373,78.3,1007.3,21.3,234.9, SW,3.2,6.6,0,230,3.838429E-10,748.2,4E-09,1873,1873,4E-09,2E-05,709.8,0.0004,1873,1873,0.0004,0.000382857142857,0.001,646.3,805.6,2.2,2.3,1
167, 2020-05-18 10:20:55.427797,78.4,1007.3,21.5,234.3, SW,2.4,5.7,0,430,3.205857E-10,728.5,3E-09,1882,1882,3E-09,1.28571428571E-05,696.6,0.0003,1882,1882,0.0003,0.00033,0.001,631.6,803.2,2.2,2.4,1
168, 2020-05-18 10:36:00.460965,79,1007.4,20.1,231.7, SW,2.7,5.2,0,280,3.928286E-10,754.2,3E-09,1854,1875,2E-09,1.42857142857E-05,698.5,0.0003,1846,1875,0.0002,0.000404285714286,0.0009,600.3,784,2.2,2.4,1
169, 2020-05-18 10:51:04.802318,79.7,1007.2,20.7,232.7, SW,2,4.8,0,280,4.339286E-10,751.2,8E-09,1880,1880,8E-09,2.14285714286E-05,700.2,0.0008,1880,1880,0.0003,0.000341428571429,0.001,580.7,764.8,2.1,2.3,1
170, 2020-05-18 11:06:09.011620,81.3,1007.3,19,235.3, SW,2.8,8.2,0,685,4.249143E-10,786,5E-09,1866,1884,2E-09,2.42857142857E-05,773.3,0.0003,1852,1884,0.0002,0.000451428571429,0.0021,635.9,805.6,2.2,2.4,1
171, 2020-05-18 11:21:12.800986,81.3,1007.2,18.2,231.7, SW,3.3,7,0,450,4.780286E-10,826.3,3E-09,1876,1884,2E-09,3.28571428571E-05,808.8,0.0003,1876,1876,0.0003,0.00043,0.002,617.1,822.4,2.2,2.4,1
172, 2020-05-18 11:36:16.828572,80.8,1007.4,18.3,233.3, SW,2.8,6.4,0,330,3.095714E-10,731.1,3E-09,1858,1888,2E-09,3.14285714286E-05,783.1,0.0004,1849,1884,0.0002,0.000488571428571,0.002,593.9,774.4,2.3,2.4,1
173, 2020-05-18 11:51:19.750298,79.9,1007.4,18.6,233.6, SW,3.2,6.6,0,235,2.819571E-10,729.8,3E-09,1879,1879,3E-09,2E-05,731.3,0.0003,1879,1886,0.0001,0.000448571428571,0.002,577.7,757.6,2.3,2.4,1
174, 2020-05-18 12:06:24.485186,79.5,1007.4,18.5,232.7, SW,2.9,5.4,0,415,3.856286E-10,782.3,8E-09,1880,1880,8E-09,1.42857142857E-05,781.8,0.0002,1852,1879,0.0001,0.00045,0.0021,610.4,786.4,2.3,2.5,1
175, 2020-05-18 12:21:29.365555,82,1007.6,19.5,234.3, SW,2.2,4.9,0,440,4.219143E-10,737.3,1E-08,1880,1890,2.51E-10,2.28571428571E-05,789.5,0.0003,1876,1890,0,0.00039,0.0015,601.8,767.2,2.2,2.4,1
176, 2020-05-18 12:36:33.307491,81.9,1007.4,19.7,234.9, SW,2,4.5,0,340,2.953E-10,770.9,3E-09,1874,1877,1E-09,1.42857142857E-05,733.3,0.0003,1874,1874,0.0003,0.000424285714286,0.0017,564.4,757.6,2.3,2.4,1
177, 2020-05-18 12:51:38.541722,82.4,1007.4,18,234.6, SW,1.8,4,0,395,2.6873857E-09,781.3,1.58E-07,1880,1888,5E-09,0.00025,718.9,0.0158,1880,1888,0.0005,0.000544285714286,0.0066,588.2,769.6,2.3,2.5,1
178, 2020-05-18 13:06:42.721025,81.7,1007.2,16.9,235.3, SW,2.8,6,0,435,3.203571E-10,760,3E-09,1878,1886,2E-09,2.42857142857E-05,785.4,0.0003,1878,1882,0.0001,0.000435714285714,0.0018,582.8,767.2,2.4,2.6,1
179, 2020-05-18 13:21:43.756790,83.3,1007.3,18,235.3, SW,2.9,5.4,0,570,5.497714E-10,835.5,1E-08,1888,1888,1E-08,3.14285714286E-05,768.4,0.001,1888,1888,0.001,0.00026,0.0009,597.7,746.8,2.4,2.6,1
180, 2020-05-18 13:36:44.311759,83.7,1007.1,17,232, SW,2.8,6.1,0,480,3.502571E-10,739.5,8E-09,1880,1880,8E-09,1.28571428571E-05,740.5,0.0003,1877,1888,0,0.000271428571429,0.0009,550.8,745.6,2.5,2.7,1
181, 2020-05-18 13:51:57.027949,82.6,1007.1,16.6,234.5, SW,3.4,7.3,0,365,2.807042E-10,768.1,3E-09,1872,1884,3.16E-10,1.54929577465E-05,766.4,0.0003,1872,1884,0,0.000222535211268,0.0009,578,748,2.5,2.6,1
182, 2020-05-18 14:06:58.171274,83.8,1006.9,16,234.6, SW,3,6.4,0,395,3.959429E-10,767,6E-09,1880,1880,6E-09,2.42857142857E-05,760.8,0.0006,1880,1880,0.0006,0.00019,0.0008,583.7,746.8,2.5,2.7,1
183, 2020-05-18 14:22:10.895411,83.5,1006.7,16,231.6, SW,3.1,6,0,405,4.098451E-10,789.5,3E-09,1863,1886,2E-09,2.81690140845E-05,790.3,0.0003,1863,1886,0.0002,0.000211267605634,0.0008,561.4,764.8,2.5,2.6,1
184, 2020-05-18 14:37:24.265986,83.7,1006.5,16.8,235.8, SW,2.3,4.9,0,555,7.512817E-10,724.4,4E-08,1880,1885,7.94E-10,8.4507042254E-06,739.4,0.0001,1833,1885,0.0001,0.000252112676056,0.0009,554.9,774.4,2.5,2.7,1
185, 2020-05-18 14:52:37.120131,86.2,1006.3,15.7,235.8, SW,2.5,5.2,0,900,2.710986E-10,741.4,3E-09,1856,1880,1.58E-10,1.2676056338E-05,722.6,0.0003,1853,1884,0,0.000253521126761,0.0009,556.6,750.4,2.5,2.6,1
186, 2020-05-18 15:07:37.997736,90,1006.2,12.5,234.9, SW,2.7,5.4,0,980,2.981571E-10,788.1,3E-09,1877,1885,3.16E-10,1.71428571429E-05,765.9,0.0002,1873,1879,0.0002,0.000202857142857,0.0008,576.9,728.8,2.7,2.8,1
187, 2020-05-18 15:22:38.815416,89.6,1005.9,13,231.7, SW,3.1,6,0,330,3.119857E-10,744.2,6E-09,1880,1883,2E-09,2.57142857143E-05,733.8,0.0006,1880,1883,0.0002,0.000242857142857,0.0008,537.2,709.6,2.8,2.9,1
188, 2020-05-18 15:37:39.606882,86.4,1005.6,14.7,233.3, SW,2.3,4.5,0,430,2.212857E-10,747.7,2E-09,1839,1880,1E-09,1.42857142857E-05,774,0.0002,1839,1880,0.0001,0.000234285714286,0.0008,566.7,764.8,2.8,3,1
189, 2020-05-18 15:52:39.929126,83.7,1005.4,16.6,233.6, SW,2.3,5.5,0,150,2.676E-10,728.6,3E-09,1879,1884,2E-09,2.71428571429E-05,733.2,0.001,1880,1880,0.001,0.000225714285714,0.0008,629.6,787.6,2.8,3,1
190, 2020-05-18 16:07:52.502312,81.7,1005.3,16.4,234.8, SW,2.8,5.7,0,125,3.581408E-10,770.3,3E-09,1884,1884,1E-09,2.39436619718E-05,774.5,0.0003,1871,1877,0.0002,0.000214084507042,0.0012,646.1,833.2,2.7,2.9,1
191, 2020-05-18 16:23:05.677160,81.7,1005.3,16.2,233.2, SW,3.7,7.3,0,150,4.547606E-10,783.7,8E-09,1880,1880,6.31E-10,4.08450704225E-05,785.6,0.0008,1880,1883,0.0004,0.000233802816901,0.0008,637.9,841.6,2.6,2.8,1
192, 2020-05-18 16:38:06.219126,82,1004.9,16.9,235.3, SW,2.9,5.5,0,195,2.461429E-10,718.9,3E-09,1873,1882,2E-09,1.28571428571E-05,735.9,0.0003,1841,1883,0.0002,0.000292857142857,0.0009,649.4,815.2,2.5,2.6,1
193, 2020-05-18 16:53:17.858517,82.4,1004.8,16.6,233.5, SW,2.9,5.7,0,175,3.109014E-10,794.7,3E-09,1855,1882,2E-09,2.53521126761E-05,783.9,0.001,1880,1882,0.0002,0.000253521126761,0.0009,618.4,805.6,2.5,2.6,1
194, 2020-05-18 17:08:18.317156,81.3,1004.8,17.3,233.6, SW,4.6,7.6,0,165,2.338429E-10,704.5,3E-09,1880,1880,3E-09,2.28571428571E-05,754.1,0.0004,1858,1880,0.0003,0.00027,0.0009,624.5,799.6,2.4,2.6,1
195, 2020-05-18 17:23:31.479632,81,1004.8,18,233.5, SW,3.4,7.8,0,165,3.097465E-10,742.8,3E-09,1871,1884,2E-09,1.97183098592E-05,725.4,0.0004,1881,1881,0.0004,0.000298591549296,0.0009,630.5,803.2,2.4,2.5,1
196, 2020-05-18 17:38:32.319221,80.4,1004.7,17.3,234, SW,3.8,7.5,0,125,3.303286E-10,776.7,3E-09,1866,1884,3E-09,1.28571428571E-05,695.7,0.0003,1871,1879,0.0003,0.000321428571429,0.0009,610.3,803.2,2.3,2.4,1
197, 2020-05-18 17:53:44.457433,79.7,1004.7,17.1,232.9, SW,3.8,5.8,0,140,2.970704E-10,750.9,3E-09,1875,1884,2E-09,2.11267605634E-05,743.8,0.0004,1863,1884,0.0002,0.000230985915493,0.0009,633.7,814,2.3,2.4,1
198, 2020-05-18 18:08:45.088544,78.4,1004.7,17.9,234.6, SW,3.6,7.8,0,85,3.110286E-10,759.5,2E-09,1840,1880,2E-09,1.71428571429E-05,742.5,0.0003,1841,1880,0.0002,0.000242857142857,0.0009,651.9,844,2.2,2.4,1
